Title,URL,Creator,Journal,Year,Citations,processed_text,SDG_Category
Elemen-Elemen Pembentuk Citra Kota Martapura Kabupaten OKU Timur Berdasarkan Peta Mental Pengamat,https://scholar.google.com/scholar?q=+intitle:'Elemen-Elemen Pembentuk Citra Kota Martapura Kabupaten OKU Timur Berdasarkan Peta Mental Pengamat',Tidak ditemukan,"Arsitektura: Jurnal Ilmiah Arsitektur dan Lingkungan Binaan 20 (1), 169-180, 2022",2022,4,elemenelemen pembentuk citra kota martapura kabupaten oku timur berdasarkan peta mental pengamat,Kota dan Permukiman Berkelanjutan
The Effect of Microwave Oven Power Variations on Co-Pyrolysis Process of Oil Palm Shells and Polystyrene,https://scholar.google.com/scholar?q=+intitle:'The Effect of Microwave Oven Power Variations on Co-Pyrolysis Process of Oil Palm Shells and Polystyrene',Tidak ditemukan,"Procedia of Social Sciences and Humanities 3, 34-40, 2022",2022,1,the effect of microwave oven power variations on copyrolysis process of oil palm shells and polystyrene,Energi Bersih dan Terjangkau
Studi Eksperimental Proses Co-Pirolisis Cangkang Kelapa Sawit dan Polystyrene menggunakan Campuran Katalis Zeolite & CaO dengan Variasi Daya Microwave Oven dan Rasio Komposisi …,https://scholar.google.com/scholar?q=+intitle:'Studi Eksperimental Proses Co-Pirolisis Cangkang Kelapa Sawit dan Polystyrene menggunakan Campuran Katalis Zeolite & CaO dengan Variasi Daya Microwave Oven dan Rasio Komposisi …',Tidak ditemukan,"Universitas Gadjah Mada, 2022",2022,0,studi eksperimental proses copirolisis cangkang kelapa sawit polystyrene menggunakan campuran katalis zeolite cao variasi daya microwave oven rasio komposisi,Energi Bersih dan Terjangkau
PENGARUH PENGUAT SERAT PADA SIFAT TARIK KOMPOSIT PLA/OPEFB (OIL PALM EMPTY FRUIT BUNCH) UNTUK APLIKASI BIODEGRADABLE TENDON SCAFFOLD,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGUAT SERAT PADA SIFAT TARIK KOMPOSIT PLA/OPEFB (OIL PALM EMPTY FRUIT BUNCH) UNTUK APLIKASI BIODEGRADABLE TENDON SCAFFOLD',Tidak ditemukan,"UNIVERSITAS LAMPUNG, 2022",2022,0,pengaruh penguat serat sifat tarik komposit plaopefb oil palm empty fruit bunch aplikasi biodegradable tendon scaffold,Ekosistem Darat
ANALISA DEBIT BANGKITAN MENGGUNAKAN MODEL ARIMA (AUTOREGRESIF INTEGRATED MOVING AVERAGE),https://scholar.google.com/scholar?q=+intitle:'ANALISA DEBIT BANGKITAN MENGGUNAKAN MODEL ARIMA (AUTOREGRESIF INTEGRATED MOVING AVERAGE)',Tidak ditemukan,"Bearing: Jurnal Penelitian dan Kajian Teknik Sipil 7 (3), 159-168, 2022",2022,0,analisa debit bangkitan menggunakan model arima autoregresif integrated moving average,Penanganan Perubahan Iklim
The causes of malnutrition in Indonesia a literature study,https://scholar.google.com/scholar?q=+intitle:'The causes of malnutrition in Indonesia a literature study',Tidak ditemukan,"6th International Conference of Early Childhood Education (ICECE-6 2021 …, 2022",2022,7,the causes of malnutrition in indonesia a literature study,Tanpa Kelaparan
Analysis of vocational education curriculum in ASEAN Economic Community: a literature review,https://scholar.google.com/scholar?q=+intitle:'Analysis of vocational education curriculum in ASEAN Economic Community: a literature review',Tidak ditemukan,"Journal of Social, Humanity, and Education 1 (3), 157-170, 2021",2021,30,analysis of vocational education curriculum in asean economic community a literature review,Pendidikan Berkualitas
Motivation and Learning Strategies: Student Motivation Affects Student Learning Strategies.,https://scholar.google.com/scholar?q=+intitle:'Motivation and Learning Strategies: Student Motivation Affects Student Learning Strategies.',Tidak ditemukan,"European Journal of Educational Research 10 (1), 39-49",2021,1,motivation and learning strategies student motivation affects student learning strategies,Pendidikan Berkualitas
The Use of Mobile Device in the School for Learning and Teaching System a Literature Review,https://scholar.google.com/scholar?q=+intitle:'The Use of Mobile Device in the School for Learning and Teaching System a Literature Review',Tidak ditemukan,"ICOPE 2020: Proceedings of the 2nd International Conference on Progressive …, 2021",2021,4,the use of mobile device in the school for learning and teaching system a literature review,Pendidikan Berkualitas
The Influence of Headmaster‘s L leadership of instruction Style and Educator’s Performance on Students’ Academic Achievements,https://scholar.google.com/scholar?q=+intitle:'The Influence of Headmaster‘s L leadership of instruction Style and Educator’s Performance on Students’ Academic Achievements',Tidak ditemukan,"ICOPE 2020: Proceedings of the 2nd International Conference on Progressive …, 2021",2021,1,the influence of headmasters l leadership of instruction style and educators performance on students academic achievements,Pendidikan Berkualitas
"Visionary leadership: what, why, and how","https://scholar.google.com/scholar?q=+intitle:'Visionary leadership: what, why, and how'",Tidak ditemukan,"European Union Digital Library, 2021",2021,23,visionary leadership what why and how,Kemitraan untuk Mencapai Tujuan
EFISIENSI INHIBISI LIMBAH OBAT METFORMIN KADALUARSA SEBAGAI INHIBITOR KOROSI PADA PIPA BOILER DALAM MEDIUM KOROSIF,https://scholar.google.com/scholar?q=+intitle:'EFISIENSI INHIBISI LIMBAH OBAT METFORMIN KADALUARSA SEBAGAI INHIBITOR KOROSI PADA PIPA BOILER DALAM MEDIUM KOROSIF',Tidak ditemukan,,2021,0,efisiensi inhibisi limbah obat metformin kadaluarsa inhibitor korosi pipa boiler medium korosif,Tanpa Kelaparan
Klasifikasi Kebakaran Hutan Dan Lahan Menggunakan Algoritma Naïve Bayes Di Kabupaten Pelalawan,https://scholar.google.com/scholar?q=+intitle:'Klasifikasi Kebakaran Hutan Dan Lahan Menggunakan Algoritma Naïve Bayes Di Kabupaten Pelalawan',Tidak ditemukan,"CESS (Journal of Computer Engineering, System and Science) 6 (1), 139-148",2021,0,klasifikasi kebakaran hutan lahan menggunakan algoritma naïve bayes kabupaten pelalawan,Ekosistem Darat
Recent advances in 3D printed wound dressings,https://scholar.google.com/scholar?q=+intitle:'Recent advances in 3D printed wound dressings',Tidak ditemukan,"AIP Conference Proceedings 2344 (1), 2021",2021,14,recent advances in 3d printed wound dressings,Kesetaraan Gender
"Pelatihan pengembangan media pembelajaran berbasis sparkol videoscribe untuk meningkatkan kemampuan 3n (niteni, nirokke, nambahi)","https://scholar.google.com/scholar?q=+intitle:'Pelatihan pengembangan media pembelajaran berbasis sparkol videoscribe untuk meningkatkan kemampuan 3n (niteni, nirokke, nambahi)'",Tidak ditemukan,"Community Empowerment 6 (3), 464-471, 2021",2021,24,pelatihan pengembangan media pembelajaran berbasis sparkol videoscribe meningkatkan kemampuan 3n niteni nirokke nambahi,Pendidikan Berkualitas
Computational analysis of soft polymer lattices for 3D wound dressing materials,https://scholar.google.com/scholar?q=+intitle:'Computational analysis of soft polymer lattices for 3D wound dressing materials',Tidak ditemukan,"Journal of Mechanical Engineering (JMechE) 8 (2), 1-11, 2021",2021,7,computational analysis of soft polymer lattices for 3d wound dressing materials,Berkurangnya Kesenjangan
Simulasi co-combustion batubara dan biomassa tandan kosong kelapa sawit tertorefaksi (torrefied biomass),https://scholar.google.com/scholar?q=+intitle:'Simulasi co-combustion batubara dan biomassa tandan kosong kelapa sawit tertorefaksi (torrefied biomass)',Tidak ditemukan,"Turbo: Jurnal Program Studi Teknik Mesin 10 (1), 53-60, 2021",2021,7,simulasi cocombustion batubara biomassa tandan kosong kelapa sawit tertorefaksi torrefied biomass,Energi Bersih dan Terjangkau
Penggunaan Material Fasa Berubah Untuk Menjaga Kesegaran Ikan,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Material Fasa Berubah Untuk Menjaga Kesegaran Ikan',Tidak ditemukan,"Jurnal Teknologi 13 (2), 153-160, 2021",2021,5,penggunaan material fasa berubah menjaga kesegaran ikan,Ekosistem Laut
Geometrical evaluation of CAM-configured thermoplastic polyurethane lattices for intervertebral disc replacements,https://scholar.google.com/scholar?q=+intitle:'Geometrical evaluation of CAM-configured thermoplastic polyurethane lattices for intervertebral disc replacements',Tidak ditemukan,"AIP Conference Proceedings 2382 (1), 2021",2021,7,geometrical evaluation of camconfigured thermoplastic polyurethane lattices for intervertebral disc replacements,"Industri, Inovasi dan Infrastruktur"
ANALISIS PERUBAHAN GARIS PANTAI KOTA PARIAMAN DARI TAHUN 1989-2018 ANALYSIS OF LINE CHANGES IN PARIAMAN BEACHFROM 1989-2019,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PERUBAHAN GARIS PANTAI KOTA PARIAMAN DARI TAHUN 1989-2018 ANALYSIS OF LINE CHANGES IN PARIAMAN BEACHFROM 1989-2019',Tidak ditemukan,"JURNAL SWARNABHUMI: Jurnal Geografi dan Pembelajaran Geografi 6 (2), 168-173, 2021",2021,0,analisis perubahan garis pantai kota pariaman tahun 19892018 analysis of line changes in pariaman beachfrom 19892019,Ekosistem Laut
Aplikasi manajemen keuangan berbasis android,https://scholar.google.com/scholar?q=+intitle:'Aplikasi manajemen keuangan berbasis android',Tidak ditemukan,"Informatika, 2021",2021,3,aplikasi manajemen keuangan berbasis android,Konsumsi dan Produksi Bertanggung Jawab
Kafa’ah Dalam Perkawinan Di Masyarakat Muslim (Suatu Kajian Sosiologis),https://scholar.google.com/scholar?q=+intitle:'Kafa’ah Dalam Perkawinan Di Masyarakat Muslim (Suatu Kajian Sosiologis)',Tidak ditemukan,"Seminar Nasional Teknologi Edukasi Sosial dan Humaniora 1 (1), 992-999, 2021",2021,4,kafaah perkawinan masyarakat muslim suatu kajian sosiologis,Kesetaraan Gender
Hukum Dan Penyelesaian Konflik Hukum,https://scholar.google.com/scholar?q=+intitle:'Hukum Dan Penyelesaian Konflik Hukum',Tidak ditemukan,"De Lega Lata: Jurnal Ilmu Hukum 6 (2), 389-395, 2021",2021,11,hukum penyelesaian konflik hukum,"Perdamaian, Keadilan dan Kelembagaan"
Penguatan Kemuhammadiyahan Bagi Guru–Guru SMA Muhammadiyah Kota Medan,https://scholar.google.com/scholar?q=+intitle:'Penguatan Kemuhammadiyahan Bagi Guru–Guru SMA Muhammadiyah Kota Medan',Tidak ditemukan,"IHSAN: JURNAL PENGABDIAN MASYARAKAT 3 (2), 194-198, 2021",2021,1,penguatan kemuhammadiyahan bagi guruguru sma muhammadiyah kota medan,Pendidikan Berkualitas
PENGARUH DIMENSI KUALITAS PELAYANAN TERHADAP KEPUASAN KONSUMEN PADA PT TIKI JOMBANG,https://scholar.google.com/scholar?q=+intitle:'PENGARUH DIMENSI KUALITAS PELAYANAN TERHADAP KEPUASAN KONSUMEN PADA PT TIKI JOMBANG',Tidak ditemukan,"Universitas Muhammadiyah Malang, 2021",2021,0,pengaruh dimensi kualitas pelayanan terhadap kepuasan konsumen pt tiki jombang,Konsumsi dan Produksi Bertanggung Jawab
"Integration of sequence stratigraphy, rock physics and AI inversion to determine the prospective reservoir in the shelf environment of the Tarakan Basin, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Integration of sequence stratigraphy, rock physics and AI inversion to determine the prospective reservoir in the shelf environment of the Tarakan Basin, Indonesia'",Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 873 (1), 012037, 2021",2021,0,integration of sequence stratigraphy rock physics and ai inversion to determine the prospective reservoir in the shelf environment of the tarakan basin indonesia,Ekosistem Laut
IMPLEMENTASI MATA PELAJARAN KEMUHAMMADIYAHAN DALAM MEMBENTUK KADER MUHAMMADIYAH YANG BERAKHLAK MULIA DI SMA MUHAMMADIYAH 6 DESA PON KECAMATAN SEI BAMBAN KABUPATEN SERDANG BEDAGAI,https://scholar.google.com/scholar?q=+intitle:'IMPLEMENTASI MATA PELAJARAN KEMUHAMMADIYAHAN DALAM MEMBENTUK KADER MUHAMMADIYAH YANG BERAKHLAK MULIA DI SMA MUHAMMADIYAH 6 DESA PON KECAMATAN SEI BAMBAN KABUPATEN SERDANG BEDAGAI',Tidak ditemukan,"Scientia: Jurnal Hasil Penelitian 6 (1), 1-8, 2021",2021,0,implementasi mata pelajaran kemuhammadiyahan membentuk kader muhammadiyah berakhlak mulia sma muhammadiyah 6 desa pon kecamatan sei bamban kabupaten serdang bedagai,Pendidikan Berkualitas
Program Komputer''Ayo Minum Obat!(MIBOO)'',https://scholar.google.com/scholar?q=+intitle:'Program Komputer''Ayo Minum Obat!(MIBOO)''',Tidak ditemukan,,2021,0,program komputerayo minum obatmiboo,Kesehatan dan Kesejahteraan
Pengembangan Antivirus Berbasis Client Server,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Antivirus Berbasis Client Server',Tidak ditemukan,,2021,0,pengembangan antivirus berbasis client server,Kemitraan untuk Mencapai Tujuan
Analisis Penerapan Akuntansi Keuangan Pada Badan Usaha Milik Desa (BUMDes) Karya Anggun Desa Pasir Jaya Kecamatan Rambah Hilir Kabupaten Rokan Hulu,https://scholar.google.com/scholar?q=+intitle:'Analisis Penerapan Akuntansi Keuangan Pada Badan Usaha Milik Desa (BUMDes) Karya Anggun Desa Pasir Jaya Kecamatan Rambah Hilir Kabupaten Rokan Hulu',Tidak ditemukan,"Universitas Islam Riau, 2021",2021,0,analisis penerapan akuntansi keuangan badan usaha milik desa bumdes karya anggun desa pasir jaya kecamatan rambah hilir kabupaten rokan hulu,Konsumsi dan Produksi Bertanggung Jawab
Women's Leadership in Higher Education: Barriers and Opportunities in Indonesia.,https://scholar.google.com/scholar?q=+intitle:'Women's Leadership in Higher Education: Barriers and Opportunities in Indonesia.',Tidak ditemukan,"International Journal of Education Policy and Leadership 17 (9), n9, 2021",2021,9,womens leadership in higher education barriers and opportunities in indonesia,Pendidikan Berkualitas
Principal Transformational and Instructional Leadership Styles to Create Effective Schools: A Literature Review,https://scholar.google.com/scholar?q=+intitle:'Principal Transformational and Instructional Leadership Styles to Create Effective Schools: A Literature Review',Tidak ditemukan,"European Union Digital Library, 2021",2021,5,principal transformational and instructional leadership styles to create effective schools a literature review,Pendidikan Berkualitas
Behavior of Educational Organizations in Education for Sustainable Development,https://scholar.google.com/scholar?q=+intitle:'Behavior of Educational Organizations in Education for Sustainable Development',Tidak ditemukan,"International Journal of Current Science Research and Review 4 (8), 2021",2021,2,behavior of educational organizations in education for sustainable development,Pendidikan Berkualitas
Implementation of Full Day School in Basic Schools in Forming Student's Character.,https://scholar.google.com/scholar?q=+intitle:'Implementation of Full Day School in Basic Schools in Forming Student's Character.',Tidak ditemukan,"International Journal of Current Science Research and Review 4 (12), 1684-1692, 2021",2021,3,implementation of full day school in basic schools in forming students character,Pendidikan Berkualitas
Transition and Adjustment of First Year Student College in Dormitory A Literature Review.,https://scholar.google.com/scholar?q=+intitle:'Transition and Adjustment of First Year Student College in Dormitory A Literature Review.',Tidak ditemukan,"International Journal of Current Science Research and Review 4 (08), 895-905, 2021",2021,0,transition and adjustment of first year student college in dormitory a literature review,Pendidikan Berkualitas
Effect of principal’s emotional intelligence management on principal’s leadership quality: a literature review,https://scholar.google.com/scholar?q=+intitle:'Effect of principal’s emotional intelligence management on principal’s leadership quality: a literature review',Tidak ditemukan,"International Journal of Current Science Research and Review 4 (7), 2021",2021,2,effect of principals emotional intelligence management on principals leadership quality a literature review,Pendidikan Berkualitas
Implementation of Inclusive Education in Indonesian Regular School: A Literature Review,https://scholar.google.com/scholar?q=+intitle:'Implementation of Inclusive Education in Indonesian Regular School: A Literature Review',Tidak ditemukan,"Social Science Studies 1 (2), 65-77, 2021",2021,0,implementation of inclusive education in indonesian regular school a literature review,Pendidikan Berkualitas
Perbandingan Pertumbuhan dan Produksi Ubikayu (Manihot esculenta Crantz) di Lahan Tanjung Bintang Akibat Pemberian Pupuk Mikro,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Pertumbuhan dan Produksi Ubikayu (Manihot esculenta Crantz) di Lahan Tanjung Bintang Akibat Pemberian Pupuk Mikro',Tidak ditemukan,"Journal of Tropical Upland Resources (J. Trop. Upland Res.) 3 (2), 91-100, 2021",2021,6,perbandingan pertumbuhan produksi ubikayu manihot esculenta crantz lahan tanjung bintang akibat pemberian pupuk mikro,Ekosistem Darat
"Agronomic characters, genetic and phenotypic diversity coefficients, and heritability of 12 genotypes of rice","https://scholar.google.com/scholar?q=+intitle:'Agronomic characters, genetic and phenotypic diversity coefficients, and heritability of 12 genotypes of rice'",Tidak ditemukan,"Biodiversitas Journal of Biological Diversity 22 (3), 2021",2021,23,agronomic characters genetic and phenotypic diversity coefficients and heritability of 12 genotypes of rice,Ekosistem Darat
"DESKRIPSI DAN DAYA HASIL 19 KLON UBIKAYU (Manihot esculenta Crantz) DI KEBUN PERCOBAAN UNILA, NATAR, LAMPUNG SELATAN","https://scholar.google.com/scholar?q=+intitle:'DESKRIPSI DAN DAYA HASIL 19 KLON UBIKAYU (Manihot esculenta Crantz) DI KEBUN PERCOBAAN UNILA, NATAR, LAMPUNG SELATAN'",Tidak ditemukan,"Jurnal Agrotek Tropika 9 (1), 121-128, 2021",2021,6,deskripsi daya hasil 19 klon ubikayu manihot esculenta crantz kebun percobaan unila natar lampung selatan,Ekosistem Darat
"Lembar hasil penilaian artikel, Tingkat kerusakan tanaman dan populasi tungau serta kutu putih pada 21 klon ubi kayu (Manihot esculenta)","https://scholar.google.com/scholar?q=+intitle:'Lembar hasil penilaian artikel, Tingkat kerusakan tanaman dan populasi tungau serta kutu putih pada 21 klon ubi kayu (Manihot esculenta)'",Tidak ditemukan,"Jurusan Agroteknologi FP Unila, 2021",2021,0,lembar hasil penilaian artikel tingkat kerusakan tanaman populasi tungau serta kutu putih 21 klon ubi kayu manihot esculenta,Ekosistem Darat
"Pengaruh Penyimpanan dalam Ruang Bersuhu 27, 3±0, 9° C dan Pengusangan Dipercepat pada Viabilitas Benih Kedelai (Glycine max [L.] Merr.) Kultivar Grobogan dan Dena-1: Effect of …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Penyimpanan dalam Ruang Bersuhu 27, 3±0, 9° C dan Pengusangan Dipercepat pada Viabilitas Benih Kedelai (Glycine max [L.] Merr.) Kultivar Grobogan dan Dena-1: Effect of …'",Tidak ditemukan,"Open Science and Technology (OST) 1 (1), 48-57",2021,0,pengaruh penyimpanan ruang bersuhu 27 30 9 c pengusangan dipercepat viabilitas benih kedelai glycine max l merr kultivar grobogan dena1 effect of,Ekosistem Darat
"Hibridisasi Buatan Kacang Tanah dan Fenotipe Karakter Tipe Pertumbuhan, Ukuran Polong, dan Jumlah Biji per Polong Tanaman F1 Hasil Hibridisasi","https://scholar.google.com/scholar?q=+intitle:'Hibridisasi Buatan Kacang Tanah dan Fenotipe Karakter Tipe Pertumbuhan, Ukuran Polong, dan Jumlah Biji per Polong Tanaman F1 Hasil Hibridisasi'",Tidak ditemukan,"Jurnal Agrotropika 20 (1), 49, 2021",2021,0,hibridisasi buatan kacang tanah fenotipe karakter tipe pertumbuhan ukuran polong jumlah biji per polong tanaman f1 hasil hibridisasi,Ekosistem Darat
PENGARUH SISTEM PENYAMBUNGAN KOPI ARABIKA DENGAN ROBUSTA TERHADAP PERTUMBUHAN DAN PRODUKSI KOPI ARABIKA,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SISTEM PENYAMBUNGAN KOPI ARABIKA DENGAN ROBUSTA TERHADAP PERTUMBUHAN DAN PRODUKSI KOPI ARABIKA',Tidak ditemukan,"Jurnal Agrotek Tropika 9 (2), 261-269, 2021",2021,0,pengaruh sistem penyambungan kopi arabika robusta terhadap pertumbuhan produksi kopi arabika,Konsumsi dan Produksi Bertanggung Jawab
Long-term application of diuron herbicides caused Eleusine indica weeds to become resistant to diuron,https://scholar.google.com/scholar?q=+intitle:'Long-term application of diuron herbicides caused Eleusine indica weeds to become resistant to diuron',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 739 (1), 012034, 2021",2021,4,longterm application of diuron herbicides caused eleusine indica weeds to become resistant to diuron,Ekosistem Darat
THE EFFECT OF GROWING MEDIA COMPOSITION ON GROWTH OF FOUR CLONES CASSAVA STEM CUTTING (Manihot esculenta Crantz),https://scholar.google.com/scholar?q=+intitle:'THE EFFECT OF GROWING MEDIA COMPOSITION ON GROWTH OF FOUR CLONES CASSAVA STEM CUTTING (Manihot esculenta Crantz)',Tidak ditemukan,Jurnal Agrotek Tropika 9 (2),2021,0,the effect of growing media composition on growth of four clones cassava stem cutting manihot esculenta crantz,Ekosistem Darat
Pengaruh komposisi media tanam terhadap pertumbuhan setek empat klon ubi kayu (Manihot esculenta Crantz),https://scholar.google.com/scholar?q=+intitle:'Pengaruh komposisi media tanam terhadap pertumbuhan setek empat klon ubi kayu (Manihot esculenta Crantz)',Tidak ditemukan,"Jurnal Agrotek Tropika 9 (2), 271-277, 2021",2021,9,pengaruh komposisi media tanam terhadap pertumbuhan setek empat klon ubi kayu manihot esculenta crantz,Ekosistem Darat
Hasil Penilaian Sejawat Sebidang Atau Peer Review Karya Ilmiah: Jurnal Ilmiah. Judul Karya Ilmiah (Artikel): The Effect of Aluminium Foil Packaging and Storage Temperature …,https://scholar.google.com/scholar?q=+intitle:'Hasil Penilaian Sejawat Sebidang Atau Peer Review Karya Ilmiah: Jurnal Ilmiah. Judul Karya Ilmiah (Artikel): The Effect of Aluminium Foil Packaging and Storage Temperature …',Tidak ditemukan,Universitas Mercu Buana Yogyakarta,2021,0,hasil penilaian sejawat sebidang peer review karya ilmiah jurnal ilmiah judul karya ilmiah artikel the effect of aluminium foil packaging and storage temperature,Energi Bersih dan Terjangkau
Pentingnya Pembelajaran Kewirausahaan dan Inisiatif Terhadap Kemauan Berwirausaha Siswa Sekolah Kejuruan,https://scholar.google.com/scholar?q=+intitle:'Pentingnya Pembelajaran Kewirausahaan dan Inisiatif Terhadap Kemauan Berwirausaha Siswa Sekolah Kejuruan',Tidak ditemukan,"Seminar Nasional Paedagoria 1, 34-39, 2021",2021,2,pentingnya pembelajaran kewirausahaan inisiatif terhadap kemauan berwirausaha siswa sekolah kejuruan,Pendidikan Berkualitas
"Aplikasi Metode Geolistrik dan Analisis X-Ray Diffraction (XRD) untuk Investigasi Longsor di Pidada, Kecamatan Panjang, Bandar Lampung","https://scholar.google.com/scholar?q=+intitle:'Aplikasi Metode Geolistrik dan Analisis X-Ray Diffraction (XRD) untuk Investigasi Longsor di Pidada, Kecamatan Panjang, Bandar Lampung'",Tidak ditemukan,"EKSPLORIUM 42 (2), 131-140, 2021",2021,7,aplikasi metode geolistrik analisis xray diffraction xrd investigasi longsor pidada kecamatan panjang bandar lampung,Kota dan Permukiman Berkelanjutan
Edukasi Mitigasi Bencana Longsor Di Sman 17 Bandar Lampung Untuk Mewujudkan Sekolah Siaga Bencana,https://scholar.google.com/scholar?q=+intitle:'Edukasi Mitigasi Bencana Longsor Di Sman 17 Bandar Lampung Untuk Mewujudkan Sekolah Siaga Bencana',Tidak ditemukan,,2021,0,edukasi mitigasi bencana longsor sman 17 bandar lampung mewujudkan sekolah siaga bencana,Pendidikan Berkualitas
2D Modelling Gravity Methods for Mapping Subsurface Basin of Bandar Lampung City,https://scholar.google.com/scholar?q=+intitle:'2D Modelling Gravity Methods for Mapping Subsurface Basin of Bandar Lampung City',Tidak ditemukan,,2021,0,2d modelling gravity methods for mapping subsurface basin of bandar lampung city,Kota dan Permukiman Berkelanjutan
Geomorphological Study of Bandar Lampung City and Landslide Hazard Assessment,https://scholar.google.com/scholar?q=+intitle:'Geomorphological Study of Bandar Lampung City and Landslide Hazard Assessment',Tidak ditemukan,,2021,0,geomorphological study of bandar lampung city and landslide hazard assessment,Kota dan Permukiman Berkelanjutan
Analisis heat loss dan pemetaan sebaran suhu permukaan manifestasi di lapangan panas bumi Way Ratai,https://scholar.google.com/scholar?q=+intitle:'Analisis heat loss dan pemetaan sebaran suhu permukaan manifestasi di lapangan panas bumi Way Ratai',Tidak ditemukan,,2021,1,analisis heat loss pemetaan sebaran suhu permukaan manifestasi lapangan panas bumi way ratai,Penanganan Perubahan Iklim
6. Plagiarism Checker Prosiding Ic-Star (Geophysical approach for assessment of seawater intrusion),https://scholar.google.com/scholar?q=+intitle:'6. Plagiarism Checker Prosiding Ic-Star (Geophysical approach for assessment of seawater intrusion)',Tidak ditemukan,"IOP Conf. Series: Materials Science and Engineering, 1-7, 2021",2021,0,6 plagiarism checker prosiding icstar geophysical approach for assessment of seawater intrusion,Ekosistem Laut
Korespondensi: A Combination of Monte-Carlo and Damped Least Square Inversion Method for Determining Radon Source in Geothermal Case,https://scholar.google.com/scholar?q=+intitle:'Korespondensi: A Combination of Monte-Carlo and Damped Least Square Inversion Method for Determining Radon Source in Geothermal Case',Tidak ditemukan,"igtu-jnl@ ut. ac. ir, 2021",2021,0,korespondensi a combination of montecarlo and damped least square inversion method for determining radon source in geothermal case,Energi Bersih dan Terjangkau
Chromatographic isolation of ß-phycoerythrin from Porphyridium cruentum using ceramic hydroxyapatite,https://scholar.google.com/scholar?q=+intitle:'Chromatographic isolation of ß-phycoerythrin from Porphyridium cruentum using ceramic hydroxyapatite',Tidak ditemukan,"AACL Bioflux 14 (3), 1351-1358",2021,0,chromatographic isolation of ßphycoerythrin from porphyridium cruentum using ceramic hydroxyapatite,Ekosistem Darat
Removal of Cd(II) ions in solution by activated carbon from palm oil shells modified with magnetite,https://scholar.google.com/scholar?q=+intitle:'Removal of Cd(II) ions in solution by activated carbon from palm oil shells modified with magnetite',Tidak ditemukan,"Desalination and Water Treatment 218, 352–362, 2021",2021,13,removal of cdii ions in solution by activated carbon from palm oil shells modified with magnetite,Energi Bersih dan Terjangkau
The effect of aluminium foil packaging and storage temperature on local sheel sperm quality,https://scholar.google.com/scholar?q=+intitle:'The effect of aluminium foil packaging and storage temperature on local sheel sperm quality',Tidak ditemukan,"IRJAES 6, 298-300, 2021",2021,2,the effect of aluminium foil packaging and storage temperature on local sheel sperm quality,Kesetaraan Gender
KOSTUM KARAKTER SHENG DAN DAN DALAM OPERA BEIJING SEBAGAI IDE PENCIPTAAN KARYA SENI LUKIS DEKORATIF,https://scholar.google.com/scholar?q=+intitle:'KOSTUM KARAKTER SHENG DAN DAN DALAM OPERA BEIJING SEBAGAI IDE PENCIPTAAN KARYA SENI LUKIS DEKORATIF',Tidak ditemukan,"SAKALA JURNAL SENI RUPA MURNI 2 (1), 12-20, 2021",2021,0,kostum karakter sheng opera beijing ide penciptaan karya seni lukis dekoratif,Ekosistem Darat
"Perjalanan Reforma Agraria Bagian Dari Amanah Konstitusi Negara. Veritas et Justitia, 7 (1), 115–138","https://scholar.google.com/scholar?q=+intitle:'Perjalanan Reforma Agraria Bagian Dari Amanah Konstitusi Negara. Veritas et Justitia, 7 (1), 115–138'",Tidak ditemukan,,2021,6,perjalanan reforma agraria bagian amanah konstitusi negara veritas et justitia 7 1 115138,"Perdamaian, Keadilan dan Kelembagaan"
Characteristics of biochar produced from the harvesting wastes of meranti (Shorea sp.) and oil palm (Elaeis guineensis) empty fruit bunches,https://scholar.google.com/scholar?q=+intitle:'Characteristics of biochar produced from the harvesting wastes of meranti (Shorea sp.) and oil palm (Elaeis guineensis) empty fruit bunches',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 749 (1), 012040, 2021",2021,26,characteristics of biochar produced from the harvesting wastes of meranti shorea sp and oil palm elaeis guineensis empty fruit bunches,Ekosistem Darat
Using two dosages of biochar from shorea to improve the growth of Paraserianthes falcataria seedlings,https://scholar.google.com/scholar?q=+intitle:'Using two dosages of biochar from shorea to improve the growth of Paraserianthes falcataria seedlings',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 749 (1), 012049, 2021",2021,25,using two dosages of biochar from shorea to improve the growth of paraserianthes falcataria seedlings,Ekosistem Darat
