Title,URL,Creator,Journal,Year,Citations,processed_text,SDG_Category
"Peningkatan Minat dan Skill Kewirausahaan Mayarakat di Kelurahan Bukit Batrem, Kota Dumai","https://scholar.google.com/scholar?q=+intitle:'Peningkatan Minat dan Skill Kewirausahaan Mayarakat di Kelurahan Bukit Batrem, Kota Dumai'",Tidak ditemukan,"Masyarakat Berdaya dan Inovasi 2 (2), 150-158, 2021",2021,16,peningkatan minat skill kewirausahaan mayarakat kelurahan bukit batrem kota dumai,"Industri, Inovasi dan Infrastruktur"
Mitigasi Konflik Gajah Dan Manusia Di Desa Tegal Yoso Kecamatan Purbolinggo Kabupaten Lampung Timur,https://scholar.google.com/scholar?q=+intitle:'Mitigasi Konflik Gajah Dan Manusia Di Desa Tegal Yoso Kecamatan Purbolinggo Kabupaten Lampung Timur',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2022",2022,3,mitigasi konflik gajah manusia desa tegal yoso kecamatan purbolinggo kabupaten lampung timur,Ekosistem Darat
Modul Edukasi Digital Kesehatan Reproduksi Dan Seksualitas Remaja Berbasis Android,https://scholar.google.com/scholar?q=+intitle:'Modul Edukasi Digital Kesehatan Reproduksi Dan Seksualitas Remaja Berbasis Android',Tidak ditemukan,,2022,0,modul edukasi digital kesehatan reproduksi seksualitas remaja berbasis android,Kesetaraan Gender
Pola Konsumsi Dan Permintaan Beras Tingkat Rumah Tangga Di Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Pola Konsumsi Dan Permintaan Beras Tingkat Rumah Tangga Di Kota Bandar Lampung',Tidak ditemukan,"Jurnal Ilmu-Ilmu Agribisnis 9 (3), 2021",2021,2,pola konsumsi permintaan beras tingkat rumah tangga kota bandar lampung,Kota dan Permukiman Berkelanjutan
PERAN PEMERINTAH DAERAH DALAM PEMBERDAYAAN PEMUDADI BIDANG KEWIRAUSAHAAN TAHUN 2021 (Studi Kasus Pada Dinas Pemuda dan Olahraga di Kabupaten Pesawaran),https://scholar.google.com/scholar?q=+intitle:'PERAN PEMERINTAH DAERAH DALAM PEMBERDAYAAN PEMUDADI BIDANG KEWIRAUSAHAAN TAHUN 2021 (Studi Kasus Pada Dinas Pemuda dan Olahraga di Kabupaten Pesawaran)',Tidak ditemukan,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2021",2021,0,peran pemerintah daerah pemberdayaan pemudadi bidang kewirausahaan tahun 2021 studi kasus dinas pemuda olahraga kabupaten pesawaran,"Industri, Inovasi dan Infrastruktur"
PENGARUH SUHU KALSINASI ZEOLIT-Y TERHADAP KARAKTERISTIK LIQUID FUEL HASIL PIROLISIS MINYAK KELAPA SAWIT,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SUHU KALSINASI ZEOLIT-Y TERHADAP KARAKTERISTIK LIQUID FUEL HASIL PIROLISIS MINYAK KELAPA SAWIT',Tidak ditemukan,,2021,0,pengaruh suhu kalsinasi zeolity terhadap karakteristik liquid fuel hasil pirolisis minyak kelapa sawit,Energi Bersih dan Terjangkau
Nilai Mutu Keripik Buah Hasil Penggorengan Vakum,https://scholar.google.com/scholar?q=+intitle:'Nilai Mutu Keripik Buah Hasil Penggorengan Vakum',Tidak ditemukan,"Jurnal Standardisasi 23, 2021",2021,3,nilai mutu keripik buah hasil penggorengan vakum,Energi Bersih dan Terjangkau
Rancang bangun dan uji kinerja digester biogas rumah tangga tipe floating tank dengan substrat kotoran sapi,https://scholar.google.com/scholar?q=+intitle:'Rancang bangun dan uji kinerja digester biogas rumah tangga tipe floating tank dengan substrat kotoran sapi',Tidak ditemukan,"Jurnal Ilmiah Rekayasa Pertanian dan Biosistem 9 (2), 130-142, 2021",2021,3,rancang bangun uji kinerja digester biogas rumah tangga tipe floating tank substrat kotoran sapi,Air Bersih dan Sanitasi Layak
PENERAPAN NOMENKLATUR JABATAN PELAKSANA DI LINGKUNGAN PEMERINTAH PROVINSI LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN NOMENKLATUR JABATAN PELAKSANA DI LINGKUNGAN PEMERINTAH PROVINSI LAMPUNG',Tidak ditemukan,Wacana Publik 15 (01),2021,0,penerapan nomenklatur jabatan pelaksana lingkungan pemerintah provinsi lampung,Kota dan Permukiman Berkelanjutan
Best Practices Top Five Prodi DIII Keperawatan Dengan Kelulusan Uji Kompetensi Tertinggi Dan Strategi Menghadapi Uji Kompetensi Sebagai Exit Exam,https://scholar.google.com/scholar?q=+intitle:'Best Practices Top Five Prodi DIII Keperawatan Dengan Kelulusan Uji Kompetensi Tertinggi Dan Strategi Menghadapi Uji Kompetensi Sebagai Exit Exam',Tidak ditemukan,"I Care Jurnal Keperawatan STIKes Panti Rapih 3 (1), 1-13, 2022",2022,0,best practices top five prodi diii keperawatan kelulusan uji kompetensi tertinggi strategi menghadapi uji kompetensi exit exam,Pendidikan Berkualitas
Studi Analisis Stabilitas Lereng Tanah Timbunan Menggunakan Metode Fellinius Dan Bishop Serta Penanggulangannya (Studi Kasus: Perumahan Citraland Bandar Lampung),https://scholar.google.com/scholar?q=+intitle:'Studi Analisis Stabilitas Lereng Tanah Timbunan Menggunakan Metode Fellinius Dan Bishop Serta Penanggulangannya (Studi Kasus: Perumahan Citraland Bandar Lampung)',Tidak ditemukan,"FAKULTAS TEKNIK, 2021",2021,1,studi analisis stabilitas lereng tanah timbunan menggunakan metode fellinius bishop serta penanggulangannya studi kasus perumahan citraland bandar lampung,Kota dan Permukiman Berkelanjutan
Hasil cek similaritas artikel'The Implementation of Rough Set on A Group Structure',https://scholar.google.com/scholar?q=+intitle:'Hasil cek similaritas artikel'The Implementation of Rough Set on A Group Structure'',Tidak ditemukan,"UIN Sunan Ampel Surabaya, 2022",2022,0,hasil cek similaritas artikelthe implementation of rough set on a group structure,Berkurangnya Kesenjangan
Chromatographic isolation of ß-phycoerythrin from Porphyridium cruentum using ceramic hydroxyapatite,https://scholar.google.com/scholar?q=+intitle:'Chromatographic isolation of ß-phycoerythrin from Porphyridium cruentum using ceramic hydroxyapatite',Tidak ditemukan,"AACL Bioflux 14 (3), 1351-1358",2021,0,chromatographic isolation of ßphycoerythrin from porphyridium cruentum using ceramic hydroxyapatite,Ekosistem Darat
Buku ajar hidrologi hutan,https://scholar.google.com/scholar?q=+intitle:'Buku ajar hidrologi hutan',Tidak ditemukan,"CV. BATANG, 2021",2021,6,buku ajar hidrologi hutan,Ekosistem Darat
"Bukti korespondensi jurnal: E-Prescribing: Benefit, Barrier, and Adopting Challenge in Electronic Prescribing","https://scholar.google.com/scholar?q=+intitle:'Bukti korespondensi jurnal: E-Prescribing: Benefit, Barrier, and Adopting Challenge in Electronic Prescribing'",Tidak ditemukan,"Journal of Medicine, 2021",2021,0,bukti korespondensi jurnal eprescribing benefit barrier and adopting challenge in electronic prescribing,Kesehatan dan Kesejahteraan
COVID-19's Effect on Consumer Behavior Towards the Use of Electronic Money Perspectives,https://scholar.google.com/scholar?q=+intitle:'COVID-19's Effect on Consumer Behavior Towards the Use of Electronic Money Perspectives',Tidak ditemukan,"21ST MALAYSIA-INDONESIA, 118, 2021",2021,0,covid19s effect on consumer behavior towards the use of electronic money perspectives,Konsumsi dan Produksi Bertanggung Jawab
Komunikasi dalam keluarga ditinjau dari status ibu bekerja (studi kasus di Dusun Slatri Desa Pait Kecamatan Kasembon Kabupaten Malang),https://scholar.google.com/scholar?q=+intitle:'Komunikasi dalam keluarga ditinjau dari status ibu bekerja (studi kasus di Dusun Slatri Desa Pait Kecamatan Kasembon Kabupaten Malang)',Tidak ditemukan,"Universitas Negeri Malang, 2021",2021,0,komunikasi keluarga ditinjau status ibu bekerja studi kasus dusun slatri desa pait kecamatan kasembon kabupaten malang,Pendidikan Berkualitas
Seni Tradisional Hadra pada Lampung Saibatin,https://scholar.google.com/scholar?q=+intitle:'Seni Tradisional Hadra pada Lampung Saibatin',Tidak ditemukan,"Journal of Social Science Education 2 (1), 5-12, 2021",2021,1,seni tradisional hadra lampung saibatin,Ekosistem Darat
Mengoptimalkan Kinerja Fresh Water Generator Guna Meningkatkan Produksi Air Tawar Pada Kapal MV. CK. Angie,https://scholar.google.com/scholar?q=+intitle:'Mengoptimalkan Kinerja Fresh Water Generator Guna Meningkatkan Produksi Air Tawar Pada Kapal MV. CK. Angie',Tidak ditemukan,"Meteor STIP Marunda 14 (2), 1-13, 2021",2021,3,mengoptimalkan kinerja fresh water generator guna meningkatkan produksi air tawar kapal mv ck angie,Air Bersih dan Sanitasi Layak
ALANGAN & ULOMAN THE TRADITION OF INVITATION IN THE TRADITIONAL COMMUNITY OF LAMPUNG PUBIAN TELU SUKU,https://scholar.google.com/scholar?q=+intitle:'ALANGAN & ULOMAN THE TRADITION OF INVITATION IN THE TRADITIONAL COMMUNITY OF LAMPUNG PUBIAN TELU SUKU',Tidak ditemukan,,2021,0,alangan uloman the tradition of invitation in the traditional community of lampung pubian telu suku,Ekosistem Darat
Penilaian Potensi Objek Wisata Pulau Permata di Telukbetung Timur Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Penilaian Potensi Objek Wisata Pulau Permata di Telukbetung Timur Kota Bandar Lampung',Tidak ditemukan,"Jurnal Penelitian Geografi (JPG) 9 (1), 38-46, 2021",2021,3,penilaian potensi objek wisata pulau permata telukbetung timur kota bandar lampung,Kota dan Permukiman Berkelanjutan
"Akivitas Fisik, Konsumsi Cairan dan Status Gizi Berhubungan Dengan Status Hidrasi Pekerja Proyek: Tinjauan Pustaka","https://scholar.google.com/scholar?q=+intitle:'Akivitas Fisik, Konsumsi Cairan dan Status Gizi Berhubungan Dengan Status Hidrasi Pekerja Proyek: Tinjauan Pustaka'",Tidak ditemukan,"Jurnal Kesehatan dan Agromedicine 9 (1), 1-5, 2022",2022,0,akivitas fisik konsumsi cairan status gizi berhubungan status hidrasi pekerja proyek tinjauan pustaka,Air Bersih dan Sanitasi Layak
Vaksin covid-19: tinjauan pustaka,https://scholar.google.com/scholar?q=+intitle:'Vaksin covid-19: tinjauan pustaka',Tidak ditemukan,"Medula 11 (1), 141-144, 2021",2021,5,vaksin covid19 tinjauan pustaka,Kesehatan dan Kesejahteraan
Rapidness Characteristics of Ultrasonic Wave Propagation on Eggs Using HC-SR04 Module,https://scholar.google.com/scholar?q=+intitle:'Rapidness Characteristics of Ultrasonic Wave Propagation on Eggs Using HC-SR04 Module',Tidak ditemukan,"Journal of Engineering and Scientific Research 3 (1), 26–31-26–31, 2021",2021,0,rapidness characteristics of ultrasonic wave propagation on eggs using hcsr04 module,Ekosistem Laut
Substitusi Jamur Tiram Putih (Pleurotus Ostreatus) Dalam Pembuatan Bakso Ikan Beloso (Saurida Tumbil): Evaluasi Sifat Kimia Dan Sensori,https://scholar.google.com/scholar?q=+intitle:'Substitusi Jamur Tiram Putih (Pleurotus Ostreatus) Dalam Pembuatan Bakso Ikan Beloso (Saurida Tumbil): Evaluasi Sifat Kimia Dan Sensori',Tidak ditemukan,"Jurnal Agroindustri Berkelanjutan 1 (1), 61-77, 2022",2022,4,substitusi jamur tiram putih pleurotus ostreatus pembuatan bakso ikan beloso saurida tumbil evaluasi sifat kimia sensori,Ekosistem Laut
Peranan Nyai Dalam Transfer Budaya Di Daerah Perkebunan Deli Tahun 1870-1942,https://scholar.google.com/scholar?q=+intitle:'Peranan Nyai Dalam Transfer Budaya Di Daerah Perkebunan Deli Tahun 1870-1942',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2021",2021,0,peranan nyai transfer budaya daerah perkebunan deli tahun 18701942,Ekosistem Darat
Teknik Penyinaran pada Karsinoma Recti di Kanker Center Radioterapi Santosa Hospital Bandung Kopo,https://scholar.google.com/scholar?q=+intitle:'Teknik Penyinaran pada Karsinoma Recti di Kanker Center Radioterapi Santosa Hospital Bandung Kopo',Tidak ditemukan,"Journal of Health Science An Nasher 2 (1), 2021",2021,0,teknik penyinaran karsinoma recti kanker center radioterapi santosa hospital bandung kopo,Kesehatan dan Kesejahteraan
Three Factor Model Analyses: Evidence on Indonesian Capital Market,https://scholar.google.com/scholar?q=+intitle:'Three Factor Model Analyses: Evidence on Indonesian Capital Market',Tidak ditemukan,"Journal of Accounting & Marketing 10 (7), 1-4, 2021",2021,0,three factor model analyses evidence on indonesian capital market,Pekerjaan Layak dan Pertumbuhan Ekonomi
HUBUNGAN KEPEMIMPINAN KETUA KELOMPOK TANI DENGAN DINAMIKA KELOMPOK SERTA PENGARUHNYA TERHADAP TINGKAT PENERAPAN PANCA USAHA TANI JAGUNG DI DESA MEKAR JAYA KECAMATAN BANDAR …,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN KEPEMIMPINAN KETUA KELOMPOK TANI DENGAN DINAMIKA KELOMPOK SERTA PENGARUHNYA TERHADAP TINGKAT PENERAPAN PANCA USAHA TANI JAGUNG DI DESA MEKAR JAYA KECAMATAN BANDAR …',Tidak ditemukan,"FAKULTAS PERTANIAN, 2021",2021,1,hubungan kepemimpinan ketua kelompok tani dinamika kelompok serta pengaruhnya terhadap tingkat penerapan panca usaha tani jagung desa mekar jaya kecamatan bandar,Konsumsi dan Produksi Bertanggung Jawab
KEANEKARAGAMAN DAN KELIMPAHAN JENIS KUPU-KUPU (ORDO LEPIDOPTERA) DI KAWASAN HUTAN LINDUNG GAMBUT (HLG) LONDERANG SEBAGAI BAHAN AJAR EKOLOGI UMUM DALAM BENTUK BOOKLET,https://scholar.google.com/scholar?q=+intitle:'KEANEKARAGAMAN DAN KELIMPAHAN JENIS KUPU-KUPU (ORDO LEPIDOPTERA) DI KAWASAN HUTAN LINDUNG GAMBUT (HLG) LONDERANG SEBAGAI BAHAN AJAR EKOLOGI UMUM DALAM BENTUK BOOKLET',Tidak ditemukan,"Universitas Jambi, 2021",2021,0,keanekaragaman kelimpahan jenis kupukupu ordo lepidoptera kawasan hutan lindung gambut hlg londerang bahan ajar ekologi umum bentuk booklet,Ekosistem Darat
Analisis Model Struktur Bawah Permukaan Berdasarkan Tomografi Seismik Wilayah Sumatera Barat Menggunakan LOTOS12,https://scholar.google.com/scholar?q=+intitle:'Analisis Model Struktur Bawah Permukaan Berdasarkan Tomografi Seismik Wilayah Sumatera Barat Menggunakan LOTOS12',Tidak ditemukan,"Wahana Fisika Jurnal Fisika dan Terapannya 6 (1), 59-70, 2021",2021,0,analisis model struktur bawah permukaan berdasarkan tomografi seismik wilayah sumatera barat menggunakan lotos12,Ekosistem Laut
Uji Kadar Asam Sianida pada Ubi Kayu (Manihot escullenta) dengan Perendaman NaCl dan NaHCO3 Menggunakan Spektrofotometer UV-Vis,https://scholar.google.com/scholar?q=+intitle:'Uji Kadar Asam Sianida pada Ubi Kayu (Manihot escullenta) dengan Perendaman NaCl dan NaHCO3 Menggunakan Spektrofotometer UV-Vis',Tidak ditemukan,"Sainmatika 18, 138-145, 2021",2021,6,uji kadar asam sianida ubi kayu manihot escullenta perendaman nacl nahco3 menggunakan spektrofotometer uvvis,Ekosistem Laut
"336 PERILAKU HARIAN MONYET EKOR PANJANG (Macaca fascicularis) PADA OBJEK WISATA: STUDY KASUS DI TAMAN WISATA HUTAN KERA BANDAR LAMPUNG, PROVISI LAMPUNG","https://scholar.google.com/scholar?q=+intitle:'336 PERILAKU HARIAN MONYET EKOR PANJANG (Macaca fascicularis) PADA OBJEK WISATA: STUDY KASUS DI TAMAN WISATA HUTAN KERA BANDAR LAMPUNG, PROVISI LAMPUNG'",Tidak ditemukan,"Jurnal Hutan Tropis 9 (2), 336-341, 2021",2021,13,336 perilaku harian monyet ekor panjang macaca fascicularis objek wisata study kasus taman wisata hutan kera bandar lampung provisi lampung,Ekosistem Darat
The analysis of junior high school students’ mathematical literacy: Field study in Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'The analysis of junior high school students’ mathematical literacy: Field study in Bandar Lampung',Tidak ditemukan,"Al-Jabar: Jurnal Pendidikan Matematika 13 (1), 199-209, 2022",2022,14,the analysis of junior high school students mathematical literacy field study in bandar lampung,Pendidikan Berkualitas
PEMODELAN HUJAN-DEBIT MENGGUNAKAN PROGRAM HEC-HMS DI SUBDAS BENDUNG ARGOGUROH–BENDUNGAN MARGATIGA,https://scholar.google.com/scholar?q=+intitle:'PEMODELAN HUJAN-DEBIT MENGGUNAKAN PROGRAM HEC-HMS DI SUBDAS BENDUNG ARGOGUROH–BENDUNGAN MARGATIGA',Tidak ditemukan,"Fakultas Teknik, Teknik Sipil, 2022",2022,0,pemodelan hujandebit menggunakan program hechms subdas bendung argogurohbendungan margatiga,Air Bersih dan Sanitasi Layak
GAYA BAHASA PADA NOVEL MILEA SUARA DARI DILAN KARYA PIDI BAIQ DAN IMPLIKASINYA DI SMA,https://scholar.google.com/scholar?q=+intitle:'GAYA BAHASA PADA NOVEL MILEA SUARA DARI DILAN KARYA PIDI BAIQ DAN IMPLIKASINYA DI SMA',Tidak ditemukan,"J-Simbol: Jurnal Magister Pendidikan Bahasa dan Sastra Indonesia 9 (2 Sep …, 2021",2021,0,gaya bahasa novel milea suara dilan karya pidi baiq implikasinya sma,Berkurangnya Kesenjangan
Public Infrastructure and Economic Growth in the Local Region,https://scholar.google.com/scholar?q=+intitle:'Public Infrastructure and Economic Growth in the Local Region',Tidak ditemukan,"Jurnal Ekonomi Pembangunan 19 (June 2021), 51-60, 2021",2021,8,public infrastructure and economic growth in the local region,Kota dan Permukiman Berkelanjutan
Pelatihan Dasar Atletik Pada Guru Pendidikan Jasmani Se-Kota Bandar Lampung Tahun 2021,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Dasar Atletik Pada Guru Pendidikan Jasmani Se-Kota Bandar Lampung Tahun 2021',Tidak ditemukan,"Jurnal Pengabdian Masyarakat Ilmu Pendidikan 1 (01), 2022",2022,3,pelatihan dasar atletik guru pendidikan jasmani sekota bandar lampung tahun 2021,Pendidikan Berkualitas
Change of soil biomass carbon microorganism in ultisols soil due to application of humic acid and phosphate fertilization.,https://scholar.google.com/scholar?q=+intitle:'Change of soil biomass carbon microorganism in ultisols soil due to application of humic acid and phosphate fertilization.',Tidak ditemukan,,2021,1,change of soil biomass carbon microorganism in ultisols soil due to application of humic acid and phosphate fertilization,Ekosistem Darat
UJI EFIKASI REPELAN TERHADAP NYAMUK AEDES AEGYPTI SEDIAAN LOSIO EKSTRAK METANOL KULIT BAWANG MERAH (Allium cepa L.) DENGAN METODE EKSTRAKSI SOKLETASI DAN REFLUKS,https://scholar.google.com/scholar?q=+intitle:'UJI EFIKASI REPELAN TERHADAP NYAMUK AEDES AEGYPTI SEDIAAN LOSIO EKSTRAK METANOL KULIT BAWANG MERAH (Allium cepa L.) DENGAN METODE EKSTRAKSI SOKLETASI DAN REFLUKS',Tidak ditemukan,"Jurnal Sains dan Teknologi Farmasi Indonesia 11 (2), 115-126, 2022",2022,0,uji efikasi repelan terhadap nyamuk aedes aegypti sediaan losio ekstrak metanol kulit bawang merah allium cepa l metode ekstraksi sokletasi refluks,Ekosistem Darat
Intervening Effect of Information Technology on Msmes Performance during Covid-19 Pandemic,https://scholar.google.com/scholar?q=+intitle:'Intervening Effect of Information Technology on Msmes Performance during Covid-19 Pandemic',Tidak ditemukan,"Journal Dimensie Management and Public Sector 3 (1), 1-14, 2022",2022,4,intervening effect of information technology on msmes performance during covid19 pandemic,Penanganan Perubahan Iklim
LAPORAN AKHIR PENELITIAN PENELITIAN DASAR: KRITERIA PANEN FISIOLOGIS DAN PENANGANAN PASCAPANEN UNTUK MENCEGAH INSIDEN PEMASAKAN DINI DALAM EKSPORT BUAH PISANG ‘CAVENDISH’(TAHUN …,https://scholar.google.com/scholar?q=+intitle:'LAPORAN AKHIR PENELITIAN PENELITIAN DASAR: KRITERIA PANEN FISIOLOGIS DAN PENANGANAN PASCAPANEN UNTUK MENCEGAH INSIDEN PEMASAKAN DINI DALAM EKSPORT BUAH PISANG ‘CAVENDISH’(TAHUN …',Tidak ditemukan,"LPPM Unila, 2021",2021,0,laporan akhir penelitian penelitian dasar kriteria panen fisiologis penanganan pascapanen mencegah insiden pemasakan dini eksport buah pisang cavendishtahun,Ekosistem Darat
Effect of Green Management and Earning Management of Energy Companies in Indonesia,https://scholar.google.com/scholar?q=+intitle:'Effect of Green Management and Earning Management of Energy Companies in Indonesia',Tidak ditemukan,"International Journal of Energy Economics and Policy, 2022, 12 (3), 192-196., 2022",2022,2,effect of green management and earning management of energy companies in indonesia,Energi Bersih dan Terjangkau
Potential Of Cassava Peel Waste And Seaweed Carrageenan (Eucheuma Cottonii) As Eco-Friendly Food Packaging (BIOPLASTIC): A Review,https://scholar.google.com/scholar?q=+intitle:'Potential Of Cassava Peel Waste And Seaweed Carrageenan (Eucheuma Cottonii) As Eco-Friendly Food Packaging (BIOPLASTIC): A Review',Tidak ditemukan,"LPPM Universitas Lampung, 2021",2021,0,potential of cassava peel waste and seaweed carrageenan eucheuma cottonii as ecofriendly food packaging bioplastic a review,Air Bersih dan Sanitasi Layak
"Reproductive Performances of Bligon Goats in Different Agroecological Zones in Bantul Regency, Yogyakarta","https://scholar.google.com/scholar?q=+intitle:'Reproductive Performances of Bligon Goats in Different Agroecological Zones in Bantul Regency, Yogyakarta'",Tidak ditemukan,"9th International Seminar on Tropical Animal Production (ISTAP 2021) 18 …, 2022",2022,5,reproductive performances of bligon goats in different agroecological zones in bantul regency yogyakarta,Ekosistem Darat
"Hasil Peer Review Karya Ilmiah"" Dampak Emisi Obligasi Terhadap Kinerja Keuangan Perusahaan""","https://scholar.google.com/scholar?q=+intitle:'Hasil Peer Review Karya Ilmiah"" Dampak Emisi Obligasi Terhadap Kinerja Keuangan Perusahaan""'",Tidak ditemukan,"Privat, 2021",2021,0,hasil peer review karya ilmiah dampak emisi obligasi terhadap kinerja keuangan perusahaan,Konsumsi dan Produksi Bertanggung Jawab
"hasil penilaian peer riview Hak Kekayaan Intelektual HaKI Buku Biodiversitas Amfibi Lampung-Studi Kasus Di Bandar Lampung, Pesawaran, Lampung Barat Dan Pesisir Barat","https://scholar.google.com/scholar?q=+intitle:'hasil penilaian peer riview Hak Kekayaan Intelektual HaKI Buku Biodiversitas Amfibi Lampung-Studi Kasus Di Bandar Lampung, Pesawaran, Lampung Barat Dan Pesisir Barat'",Tidak ditemukan,"Kemenkumham RI, 2021",2021,0,hasil penilaian peer riview hak kekayaan intelektual haki buku biodiversitas amfibi lampungstudi kasus bandar lampung pesawaran lampung barat pesisir barat,Ekosistem Darat
IMPROVING STUDENTS'WRITING ACHIEVEMENT IN DESCRIPTIVE TEXT THROUGH FRESH TECHNIQUE AT THE FIRST GRADE OF SMPN 32 BEKASI,https://scholar.google.com/scholar?q=+intitle:'IMPROVING STUDENTS'WRITING ACHIEVEMENT IN DESCRIPTIVE TEXT THROUGH FRESH TECHNIQUE AT THE FIRST GRADE OF SMPN 32 BEKASI',Tidak ditemukan,"Fakultas Keguruan dan Ilmu Pendidikan, 2022",2022,1,improving studentswriting achievement in descriptive text through fresh technique at the first grade of smpn 32 bekasi,Pendidikan Berkualitas
The Investigation of Ownership Concentration and Board Composition on Disclosure Quality in the Context of Minority Expropriation,https://scholar.google.com/scholar?q=+intitle:'The Investigation of Ownership Concentration and Board Composition on Disclosure Quality in the Context of Minority Expropriation',Tidak ditemukan,"Linguistica Antverpiensia 3, 1298-1310, 2021",2021,8,the investigation of ownership concentration and board composition on disclosure quality in the context of minority expropriation,Konsumsi dan Produksi Bertanggung Jawab
ADOPSI KECAKAPAN LITERASI INFORMASI DALAM KERANGKA IMPLEMENTASI PROGRAM MBKM UNTUK AKSELERASI UMKM DI PROVINSI LAMPUNG PASCA PANDEMI COVID-19,https://scholar.google.com/scholar?q=+intitle:'ADOPSI KECAKAPAN LITERASI INFORMASI DALAM KERANGKA IMPLEMENTASI PROGRAM MBKM UNTUK AKSELERASI UMKM DI PROVINSI LAMPUNG PASCA PANDEMI COVID-19',Tidak ditemukan,"FISIP Universitas Lampung, 2022",2022,0,adopsi kecakapan literasi informasi kerangka implementasi program mbkm akselerasi umkm provinsi lampung pasca pandemi covid19,Pendidikan Berkualitas
"Perubahan Pola Adaptasi Masyarakat Miskin Penerima Manfaat PKh di Masa Pandemi Covid-19 di Desa Bagelen, Kec. Gedong Tataan, Kab. Pesawaran","https://scholar.google.com/scholar?q=+intitle:'Perubahan Pola Adaptasi Masyarakat Miskin Penerima Manfaat PKh di Masa Pandemi Covid-19 di Desa Bagelen, Kec. Gedong Tataan, Kab. Pesawaran'",Tidak ditemukan,"DIPA FISIP Universitas Lampung Tahun 2021, 2021",2021,0,perubahan pola adaptasi masyarakat miskin penerima manfaat pkh masa pandemi covid19 desa bagelen kec gedong tataan kab pesawaran,Penanganan Perubahan Iklim
"Organizational Restructuring of Regional Apparatus of Sleman Regency, Yogyakarta, Regarding Spatial Planning","https://scholar.google.com/scholar?q=+intitle:'Organizational Restructuring of Regional Apparatus of Sleman Regency, Yogyakarta, Regarding Spatial Planning'",Tidak ditemukan,"EAI, 2021",2021,0,organizational restructuring of regional apparatus of sleman regency yogyakarta regarding spatial planning,Kota dan Permukiman Berkelanjutan
Penyuluhan dan Khitan Massal Saat Liburan Sekolah Bersama Rohani Islam Masjid Al’Mulk Rumah Sakit Abdul Moeloek Bandar Lampung Tahun 2022,https://scholar.google.com/scholar?q=+intitle:'Penyuluhan dan Khitan Massal Saat Liburan Sekolah Bersama Rohani Islam Masjid Al’Mulk Rumah Sakit Abdul Moeloek Bandar Lampung Tahun 2022',Tidak ditemukan,"JPM (Jurnal Pengabdian Masyakat) Ruwa Jurai 7 (2), 80-83, 2022",2022,0,penyuluhan khitan massal saat liburan sekolah bersama rohani islam masjid almulk rumah sakit abdul moeloek bandar lampung tahun 2022,Pendidikan Berkualitas
Existence of Covid-19 Pandemic Learning Institution In Bandar Lampung City,https://scholar.google.com/scholar?q=+intitle:'Existence of Covid-19 Pandemic Learning Institution In Bandar Lampung City',Tidak ditemukan,,2021,0,existence of covid19 pandemic learning institution in bandar lampung city,Pendidikan Berkualitas
ANALISIS KEANEKARAGAMAN JENIS POHON PADA HUTAN KOTA METRO,https://scholar.google.com/scholar?q=+intitle:'ANALISIS KEANEKARAGAMAN JENIS POHON PADA HUTAN KOTA METRO',Tidak ditemukan,"Jurnal Rimba Lestari 1 (02), 124-131, 2021",2021,2,analisis keanekaragaman jenis pohon hutan kota metro,Kota dan Permukiman Berkelanjutan
GRAFTING ENGINEERING OF HYDROGEL MICROCOMPOSITE MATERIALS OBTAIN FROM BAGASSE CASSAVA WASTE CELLULOSE FACTION RESIDUAL,https://scholar.google.com/scholar?q=+intitle:'GRAFTING ENGINEERING OF HYDROGEL MICROCOMPOSITE MATERIALS OBTAIN FROM BAGASSE CASSAVA WASTE CELLULOSE FACTION RESIDUAL',Tidak ditemukan,,2021,0,grafting engineering of hydrogel microcomposite materials obtain from bagasse cassava waste cellulose faction residual,Air Bersih dan Sanitasi Layak
Bauran Pemasaran Dan Strategi Pengembangan Produk Olahan Kopi Robusta Di Koperasi Tirto Kencono Air Naningan Kabupaten Tanggamus,https://scholar.google.com/scholar?q=+intitle:'Bauran Pemasaran Dan Strategi Pengembangan Produk Olahan Kopi Robusta Di Koperasi Tirto Kencono Air Naningan Kabupaten Tanggamus',Tidak ditemukan,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science 9 (4), 638-645, 2021",2021,2,bauran pemasaran strategi pengembangan produk olahan kopi robusta koperasi tirto kencono air naningan kabupaten tanggamus,Konsumsi dan Produksi Bertanggung Jawab
