Title,URL,Creator,Journal,Year,Citations
Analisis Perbandingan Volume Pekerjaan Struktur Menggunakan Tekla Structures Dengan Metode Konvensional Pada Proyek Pembangunan Gedung PASTORAN SANTO PAULUS SINGARAJA,https://scholar.google.com/scholar?q=+intitle:'Analisis Perbandingan Volume Pekerjaan Struktur Menggunakan Tekla Structures Dengan Metode Konvensional Pada Proyek Pembangunan Gedung PASTORAN SANTO PAULUS SINGARAJA',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
"Perencanaan Biaya Pelaksanaan Dan Penjadwalan Pekerjaan Struktur Baja Pada Proyek Wantilan Banjar Dinas Kelodan Desa Tejakula, Buleleng","https://scholar.google.com/scholar?q=+intitle:'Perencanaan Biaya Pelaksanaan Dan Penjadwalan Pekerjaan Struktur Baja Pada Proyek Wantilan Banjar Dinas Kelodan Desa Tejakula, Buleleng'",Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Pelaksanaan Pekerjaan Galian dan Timbunan Dengan Menggunakan Alat Berat di Proyek Villa Pandawa Residence,https://scholar.google.com/scholar?q=+intitle:'Pelaksanaan Pekerjaan Galian dan Timbunan Dengan Menggunakan Alat Berat di Proyek Villa Pandawa Residence',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Analisa Risiko Dan Perencanaan Anggaran Biaya Keselamatan Dan Kesehatan Kerja (K3) Pada Proyek Pembangunan Villa Kutuh-Felicia Tan,https://scholar.google.com/scholar?q=+intitle:'Analisa Risiko Dan Perencanaan Anggaran Biaya Keselamatan Dan Kesehatan Kerja (K3) Pada Proyek Pembangunan Villa Kutuh-Felicia Tan',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Analisis Efisiensi Penggunaan Bekisting Kayu Berulang Kali Pada Proyek Pembangunan Villa Di Tumbak Bayuh,https://scholar.google.com/scholar?q=+intitle:'Analisis Efisiensi Penggunaan Bekisting Kayu Berulang Kali Pada Proyek Pembangunan Villa Di Tumbak Bayuh',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Analisis Optimalisasi Penggunaan Tower Crane Pada Pembangunan Gedung Dit-Reskrimsus Polda Bali,https://scholar.google.com/scholar?q=+intitle:'Analisis Optimalisasi Penggunaan Tower Crane Pada Pembangunan Gedung Dit-Reskrimsus Polda Bali',Tidak ditemukan,"Repositori Politeknik Negeri Bali, 2022",2022,0
Alat Ukur Intensitas Curah Hujan,https://scholar.google.com/scholar?q=+intitle:'Alat Ukur Intensitas Curah Hujan',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Analisis Pelaksanaan Pekerjaan Pelat Lantai Menggunakan Tulangan Wiremesh Pada Proyek Pembangunan Gedung Poliklinik Eksekutif Dan Rehab Rsud Sanjiwani Gianyar,https://scholar.google.com/scholar?q=+intitle:'Analisis Pelaksanaan Pekerjaan Pelat Lantai Menggunakan Tulangan Wiremesh Pada Proyek Pembangunan Gedung Poliklinik Eksekutif Dan Rehab Rsud Sanjiwani Gianyar',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
"Supplementation of Sambiloto (Andrographis paniculata) Leaf Flour through Broiler Drinking Water against Antibody Titers of Newcastle Disease, Avian Influenza, and Infectious …","https://scholar.google.com/scholar?q=+intitle:'Supplementation of Sambiloto (Andrographis paniculata) Leaf Flour through Broiler Drinking Water against Antibody Titers of Newcastle Disease, Avian Influenza, and Infectious …'",Tidak ditemukan,"Jurnal Ilmiah Peternakan Terpadu 10 (1), 114-123, 2022",2022,0
"Suplementasi tepung daun sambiloto (Andrographis paniculata) melalui air minum ayam broiler terhadap titer antibodi newcastle disease, avian influenza, dan infectious bursal …","https://scholar.google.com/scholar?q=+intitle:'Suplementasi tepung daun sambiloto (Andrographis paniculata) melalui air minum ayam broiler terhadap titer antibodi newcastle disease, avian influenza, dan infectious bursal …'",Tidak ditemukan,"J. Ilm. Peternak. Terpadu 10, 114-123, 2022",2022,2
Effect of intellectual capital and leverage on firm value in pharmaceutical companies listed on Indonesia Stock Exchange,https://scholar.google.com/scholar?q=+intitle:'Effect of intellectual capital and leverage on firm value in pharmaceutical companies listed on Indonesia Stock Exchange',Tidak ditemukan,,2022,2
Factors affecting the number of banking loans during the covid-19 pandemic (empire study on Indonesian conventional commercial banks in 2020-2021),https://scholar.google.com/scholar?q=+intitle:'Factors affecting the number of banking loans during the covid-19 pandemic (empire study on Indonesian conventional commercial banks in 2020-2021)',Tidak ditemukan,,2022,1
"Pengaruh Mutu Produk, Desain Dan Nilai Pelanggan Terhadap Loyalitas Konsumen Pada Batik Gabovira","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Mutu Produk, Desain Dan Nilai Pelanggan Terhadap Loyalitas Konsumen Pada Batik Gabovira'",Tidak ditemukan,"Inovatif: Jurnal Ekonomi, Manajemen, Akuntansi, Bisnis Digital dan …, 2022",2022,12
Peran Efektif Corporate Governance Atas Tax Avoidance Pada Sektor Pertambangan,https://scholar.google.com/scholar?q=+intitle:'Peran Efektif Corporate Governance Atas Tax Avoidance Pada Sektor Pertambangan',Tidak ditemukan,"Jurnal Akuntansi dan Keuangan (JAK) 27 (1), 31-46, 2022",2022,2
Does the growth opportunities have an impact on hedging decision from own-stated companies in Indonesia?,https://scholar.google.com/scholar?q=+intitle:'Does the growth opportunities have an impact on hedging decision from own-stated companies in Indonesia?',Tidak ditemukan,"Asian Journal of Economics and Business Management 1 (2), 44-50, 2022",2022,5
Pengaruh Kinerja Keuangan terhadap Harga Saham Sebelum dan Selama Pandemi Covid-19 pada Perusahaan Sub Sektor Farmasi di Bursa Efek Indonesia,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kinerja Keuangan terhadap Harga Saham Sebelum dan Selama Pandemi Covid-19 pada Perusahaan Sub Sektor Farmasi di Bursa Efek Indonesia',Tidak ditemukan,"E-journal Field of Economics, Business and Entrepreneurship (EFEBE) 1 (4 …, 2022",2022,2
The Influence of Internal and External Factors On The Stock Price of PT. Unilever Indonesia On 2014-2021,https://scholar.google.com/scholar?q=+intitle:'The Influence of Internal and External Factors On The Stock Price of PT. Unilever Indonesia On 2014-2021',Tidak ditemukan,"Proceeding of International Conference Social Technology Education and …, 2022",2022,0
Pengaruh Pengungkapan Lingkungan dan Kepemilikan Saham Terhadap Nilai Perusahaan Dengan Kinerja Sebagai Variabel Moderator,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pengungkapan Lingkungan dan Kepemilikan Saham Terhadap Nilai Perusahaan Dengan Kinerja Sebagai Variabel Moderator',Tidak ditemukan,"Sultan Journal of Social Sciences and Humanities 1 (2), 97-109, 2022",2022,0
"Pengaruh Environment, Social and Governance Disclosure terhadap Kinerja Perusahaan","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Environment, Social and Governance Disclosure terhadap Kinerja Perusahaan'",Tidak ditemukan,"Goodwood Akuntansi Dan Auditing Reviu 1 (1), 67-78, 2022",2022,25
"Pengaruh Environment, Social and Governance Disclosure terhadap Kinerja Perusahaan. Goodwood Akuntansi Dan Auditing Reviu, 1 (1), 67–78","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Environment, Social and Governance Disclosure terhadap Kinerja Perusahaan. Goodwood Akuntansi Dan Auditing Reviu, 1 (1), 67–78'",Tidak ditemukan,,2022,14
PERTUMBUHAN DAN PRODUKSI PAKCOY (Brassica rapa L.) PADA BEBERAPA TARAF PEMBERIAN AIR YANG DIKONTROL SECARA PRESISI MENGGUNAKAN MIKROKONTROLER ARDUINO,https://scholar.google.com/scholar?q=+intitle:'PERTUMBUHAN DAN PRODUKSI PAKCOY (Brassica rapa L.) PADA BEBERAPA TARAF PEMBERIAN AIR YANG DIKONTROL SECARA PRESISI MENGGUNAKAN MIKROKONTROLER ARDUINO',Tidak ditemukan,"Fakultas Pertanian, 2022",2022,0
Book Chapter ASPEK HUKUM PENGALIHAN HAK RAHASIA DAGANG DENGAN CARA LISENSI DAN AKIBAT HUKUMNYA,https://scholar.google.com/scholar?q=+intitle:'Book Chapter ASPEK HUKUM PENGALIHAN HAK RAHASIA DAGANG DENGAN CARA LISENSI DAN AKIBAT HUKUMNYA',Tidak ditemukan,,2022,0
Forecasting Monthly Rainfall Using Arima Seasonal Method: Case Study: Rainfall in West Lampung Regency,https://scholar.google.com/scholar?q=+intitle:'Forecasting Monthly Rainfall Using Arima Seasonal Method: Case Study: Rainfall in West Lampung Regency',Tidak ditemukan,"International Journal of Statistics and Applications 12 (4), 83-86, 2022",2022,0
"Bukti Koresponden atas nama Nelly Astuti, M. Pd.","https://scholar.google.com/scholar?q=+intitle:'Bukti Koresponden atas nama Nelly Astuti, M. Pd.'",Tidak ditemukan,"FKIP Universitas Lampung, 2022",2022,0
"Hasil uji kesamaan/Similarity artikel atas nama Dra. Nelly Astuti, M. Pd.","https://scholar.google.com/scholar?q=+intitle:'Hasil uji kesamaan/Similarity artikel atas nama Dra. Nelly Astuti, M. Pd.'",Tidak ditemukan,"FKIP Universitas Lampung, 2022",2022,0
Makna Nilai Kehidupan Masyarakat Dalam Budaya Kearifan Lokal Pada Motif Kain Tapis Lampung,https://scholar.google.com/scholar?q=+intitle:'Makna Nilai Kehidupan Masyarakat Dalam Budaya Kearifan Lokal Pada Motif Kain Tapis Lampung',Tidak ditemukan,"Antropocene: Jurnal Penelitian Ilmu Humaniora 2 (4), 125-132, 2022",2022,5
Efektivitas Pelaksanaan Pembelajaran Daring terhadap Pembentukan Keadaban Peserta Didik pada Mata Pelajaran PPKn. De Cive: Jurnal Penelitian Pendidikan Pancasila Dan …,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Pelaksanaan Pembelajaran Daring terhadap Pembentukan Keadaban Peserta Didik pada Mata Pelajaran PPKn. De Cive: Jurnal Penelitian Pendidikan Pancasila Dan …',Tidak ditemukan,,2022,0
Pendampingan Pengembangan Usaha Dengan Pemanfaatan Limbah Kulit Jagung Pada Kelompok PKK Desa Bumi Agung,https://scholar.google.com/scholar?q=+intitle:'Pendampingan Pengembangan Usaha Dengan Pemanfaatan Limbah Kulit Jagung Pada Kelompok PKK Desa Bumi Agung',Tidak ditemukan,"Prosiding Seminar Teknologi, Akuntansi, Bisnis, Ekonomi, dan Komunitas 2, 52-59, 2022",2022,2
Spatial Dimensions of Inequality in Human Development Index on West and Central Regions of Indonesia,https://scholar.google.com/scholar?q=+intitle:'Spatial Dimensions of Inequality in Human Development Index on West and Central Regions of Indonesia',Tidak ditemukan,"Proceedings of the 6th Batusangkar International Conference, BIC 2021, 11-12 …, 2022",2022,0
Spatial Phenomenon of Multidimentional Poverty in Sumatera Island,https://scholar.google.com/scholar?q=+intitle:'Spatial Phenomenon of Multidimentional Poverty in Sumatera Island',Tidak ditemukan,"Budapest International Research and Critics Institute (BIRCI-Journal …, 2022",2022,0
Uji kesamaan artikel,https://scholar.google.com/scholar?q=+intitle:'Uji kesamaan artikel',Tidak ditemukan,"FKIP Universitas Lampung, 2022",2022,0
"Form Penilian Reviewer an. LOLIYANA, M. Pd.","https://scholar.google.com/scholar?q=+intitle:'Form Penilian Reviewer an. LOLIYANA, M. Pd.'",Tidak ditemukan,"FKIP Universitas Lampung, 2022",2022,0
"The Effects of Rewards and Ice-Breaking on Students' Learning Motivation at a Rural Public Elementary School in Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'The Effects of Rewards and Ice-Breaking on Students' Learning Motivation at a Rural Public Elementary School in Lampung, Indonesia'",Tidak ditemukan,"Journal of Advances in Education and Philosophy 6 (9), 450-454, 2022",2022,3
Penerapan Model Discovery Learning Berbantu LKS terhadap Peningkatan HOTS Siswa sebagai Solusi Tantangan di Era Society 5.0,https://scholar.google.com/scholar?q=+intitle:'Penerapan Model Discovery Learning Berbantu LKS terhadap Peningkatan HOTS Siswa sebagai Solusi Tantangan di Era Society 5.0',Tidak ditemukan,"DWIJA CENDEKIA: Jurnal Riset Pedagogik 6 (3), 636-644, 2022",2022,6
Bukti Korepondensi atas nama Dra. Loliyana,https://scholar.google.com/scholar?q=+intitle:'Bukti Korepondensi atas nama Dra. Loliyana',Tidak ditemukan,"FKIP Universitas Lampung, 2022",2022,0
ASEAN Regional Diplomacy and Cooperation in Reducing Poverty and Building Resilience: Towards Covid-19 Recovery,https://scholar.google.com/scholar?q=+intitle:'ASEAN Regional Diplomacy and Cooperation in Reducing Poverty and Building Resilience: Towards Covid-19 Recovery',Tidak ditemukan,"Universitas Lampung International Conference on Social Sciences (ULICoSS …, 2022",2022,2
Correlation of Vocabulary Proficiency and Learning Styles with Reading Comprehension of Prospective English Teachers: A Case of Universitas Lampung.,https://scholar.google.com/scholar?q=+intitle:'Correlation of Vocabulary Proficiency and Learning Styles with Reading Comprehension of Prospective English Teachers: A Case of Universitas Lampung.',Tidak ditemukan,"Jurnal Pendidikan Progresif 12 (3), 1021-1033, 2022",2022,0
The Use of Authentic Reading Materials and Cooperative Learning Strategy to Improve Reading Comprehension Ability of Vocational School Students,https://scholar.google.com/scholar?q=+intitle:'The Use of Authentic Reading Materials and Cooperative Learning Strategy to Improve Reading Comprehension Ability of Vocational School Students',Tidak ditemukan,"Jurnal Pendidikan Progresif 12 (2), 698-716, 2022",2022,0
Correlational study of vocabulary mastery and cognitive learning style in vocational school.,https://scholar.google.com/scholar?q=+intitle:'Correlational study of vocabulary mastery and cognitive learning style in vocational school.',Tidak ditemukan,"Journal of English Language Teaching Innovations and Materials (JELTIM) 4 (1 …, 2022",2022,2
Bahan Pembahasan Komisi Pestisida Indonesia,https://scholar.google.com/scholar?q=+intitle:'Bahan Pembahasan Komisi Pestisida Indonesia',Tidak ditemukan,"Kementrian Pertanian Republik Indonesia, 2022",2022,0
PENGEMBANGAN ALAT MUSIK SERDAM DALAM PROSES KOMPOSISI MUSIK,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN ALAT MUSIK SERDAM DALAM PROSES KOMPOSISI MUSIK',Tidak ditemukan,"JOURNAL OF MUSIC EDUCATION AND PERFORMING ARTS 3 (29), 10, 2022",2022,0
First publication right,https://scholar.google.com/scholar?q=+intitle:'First publication right',Tidak ditemukan,"Syntax Literate: Jurnal Ilmiah Indonesia This article is licensed under, 2022",2022,9
Effectiveness of mindfulness: The evaluation using machine learning algorithm,https://scholar.google.com/scholar?q=+intitle:'Effectiveness of mindfulness: The evaluation using machine learning algorithm',Tidak ditemukan,"Journal of Innovation and Technology 3 (1), 1-5, 2022",2022,0
"Horizontal Accuracy Assessment of Rectified Map, Case Study: Map of Boundary Areas of Konak Forest at Rejang Lebong Regency, Bengkulu Province","https://scholar.google.com/scholar?q=+intitle:'Horizontal Accuracy Assessment of Rectified Map, Case Study: Map of Boundary Areas of Konak Forest at Rejang Lebong Regency, Bengkulu Province'",Tidak ditemukan,"Journal of Innovation and Technology 3 (1), 11-15, 2022",2022,0
Kajian Akurasi Geometri Orthophoto dari Akuisisi Data Pesawat tanpa Awak,https://scholar.google.com/scholar?q=+intitle:'Kajian Akurasi Geometri Orthophoto dari Akuisisi Data Pesawat tanpa Awak',Tidak ditemukan,"Syntax Literate 7 (3), 2207-2218, 2022",2022,0
Kajian Kepadatan Lahan Terbangun Berdasarkan Pemotretan Udara Di Pulau Pasaran Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Kajian Kepadatan Lahan Terbangun Berdasarkan Pemotretan Udara Di Pulau Pasaran Kota Bandar Lampung',Tidak ditemukan,"DIPA FT UNILA, 2022",2022,0
"BANTUAN TEKNIS PEMBUATAN PETA FOTO UDARA DUSUN 6 DESA WAY HUI, KEC. JATI AGUNG, LAMPUNG SELATAN","https://scholar.google.com/scholar?q=+intitle:'BANTUAN TEKNIS PEMBUATAN PETA FOTO UDARA DUSUN 6 DESA WAY HUI, KEC. JATI AGUNG, LAMPUNG SELATAN'",Tidak ditemukan,"DIPA FT UNILA, 2022",2022,0
PENDAYAGUNAAN ORTHOPHOTO MULTITEMPORAL UNTUK DETEKSI PERUBAHAN SPASIAL RUANG TERBUKA HIJAU DI KAMPUS HIJAU (Lokasi Penelitian: Universitas Lampung),https://scholar.google.com/scholar?q=+intitle:'PENDAYAGUNAAN ORTHOPHOTO MULTITEMPORAL UNTUK DETEKSI PERUBAHAN SPASIAL RUANG TERBUKA HIJAU DI KAMPUS HIJAU (Lokasi Penelitian: Universitas Lampung)',Tidak ditemukan,"BLU UNILA, 2022",2022,0
BANTUAN TEKNIS PEMBUATAN PETA DESA SUKOHARJO 3 KECAMATAN SUKOHARJO KABUPATEN PRINGSEWU,https://scholar.google.com/scholar?q=+intitle:'BANTUAN TEKNIS PEMBUATAN PETA DESA SUKOHARJO 3 KECAMATAN SUKOHARJO KABUPATEN PRINGSEWU',Tidak ditemukan,"DIPA FT UNILA, 2022",2022,0
ANALISA POLA DEFORMASI STASIUN CORS BIG SEKITAR PUSAT GEMPA DI KABUPATEN PANDEGLANG 14 JANUARI 2022,https://scholar.google.com/scholar?q=+intitle:'ANALISA POLA DEFORMASI STASIUN CORS BIG SEKITAR PUSAT GEMPA DI KABUPATEN PANDEGLANG 14 JANUARI 2022',Tidak ditemukan,"Datum: Journal of Geodesy and Geomatics 2 (2), 26-39, 2022",2022,0
Efektivitas Dan Perbandingan Pengukuran Bidang Tanah Menggunakan Metode Rtk-Ntrip Dengan Metode RTK-Radio,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Dan Perbandingan Pengukuran Bidang Tanah Menggunakan Metode Rtk-Ntrip Dengan Metode RTK-Radio',Tidak ditemukan,"Datum: Journal of Geodesy and Geomatics 2 (01), 59-68, 2022",2022,2
Model Nilai Tanah Di Kelurahan Way Hui Kecamatan Jati Agung,https://scholar.google.com/scholar?q=+intitle:'Model Nilai Tanah Di Kelurahan Way Hui Kecamatan Jati Agung',Tidak ditemukan,"Fakultas Teknik, 2022",2022,0
KAJIAN PENERAPAN PENGUKURAN GPS METODE RAPID STATIC MENGGUNAKAN PENGOLAHAN SOFTWARE GAMIT TRACK PADA PENGUKURAN BIDANG TANAH,https://scholar.google.com/scholar?q=+intitle:'KAJIAN PENERAPAN PENGUKURAN GPS METODE RAPID STATIC MENGGUNAKAN PENGOLAHAN SOFTWARE GAMIT TRACK PADA PENGUKURAN BIDANG TANAH',Tidak ditemukan,"Datum: Journal of Geodesy and Geomatics 2 (2), 20-25, 2022",2022,0
The Evolution of Concrete (Part 2): Unprotected in Humid Tropical Weather and Its Compressive Strength,https://scholar.google.com/scholar?q=+intitle:'The Evolution of Concrete (Part 2): Unprotected in Humid Tropical Weather and Its Compressive Strength',Tidak ditemukan,"Civil and Environmental Research 14 (4), 10-18, 2022",2022,1
The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,https://scholar.google.com/scholar?q=+intitle:'The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength',Tidak ditemukan,"Universitas Lampung, 2022",2022,1
"Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review","https://scholar.google.com/scholar?q=+intitle:'Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review'",Tidak ditemukan,"Civil and Environmental Research 14 (4), 28-34, 2022",2022,0
The Evolution of Concrete (Part 3): Submerged in Mud and Its Compression Strength,https://scholar.google.com/scholar?q=+intitle:'The Evolution of Concrete (Part 3): Submerged in Mud and Its Compression Strength',Tidak ditemukan,"Civil and Environmental Research 14 (4), 19-27, 2022",2022,1
Perbandingan Quantity Take Off (QTO) Material Berbasis Building Information Modeling (BIM) Terhadap Metode Konvensional pada Struktur Pelat,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Quantity Take Off (QTO) Material Berbasis Building Information Modeling (BIM) Terhadap Metode Konvensional pada Struktur Pelat',Tidak ditemukan,"Jurnal Rekayasa Sipil dan Desain 10 (4), 563-574, 2022",2022,3
"ANALISIS PLOT TIME SERIES KOMPONEN NORTH, EAST, DAN UP STASIUN GNSS CORS GMU1 YANG DIIKATKAN TERHADAP TITIK IKAT GPS REGIONAL DI PULAU JAWA DAN PULAU BALI","https://scholar.google.com/scholar?q=+intitle:'ANALISIS PLOT TIME SERIES KOMPONEN NORTH, EAST, DAN UP STASIUN GNSS CORS GMU1 YANG DIIKATKAN TERHADAP TITIK IKAT GPS REGIONAL DI PULAU JAWA DAN PULAU BALI'",Tidak ditemukan,"PILAR 17 (2), 50-57, 2022",2022,1
Kondisi Sosial Ekonomi Buruh Keluarga Pengrajin Batu Bata,https://scholar.google.com/scholar?q=+intitle:'Kondisi Sosial Ekonomi Buruh Keluarga Pengrajin Batu Bata',Tidak ditemukan,"Peksos: Jurnal Ilmiah Pekerjaan Sosial 20 (1), 121-129, 2021",2021,0
"Hasil similirity: EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA","https://scholar.google.com/scholar?q=+intitle:'Hasil similirity: EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA'",Tidak ditemukan,"Jounal of sustainability science and management, 2021",2021,0
"Hasil Peer Review_EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA","https://scholar.google.com/scholar?q=+intitle:'Hasil Peer Review_EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA'",Tidak ditemukan,"Journal of Sustainability Science and Management, 2021",2021,0
"Effectiveness of self-help groups in the implementation of livelihood improvement programs and food security in Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Effectiveness of self-help groups in the implementation of livelihood improvement programs and food security in Lampung, Indonesia'",Tidak ditemukan,"Journal of Sustainability Science and Management 16 (4), 149-161, 2021",2021,2
THE PERFORMANCE OF KERUPUK BAWANG AGROINDUSTRY IN BANDARLAMPUNG CITY (CASE STUDY OF ONION CRACKER WINDA PUTRI IN BANDARLAMPUNG CITY),https://scholar.google.com/scholar?q=+intitle:'THE PERFORMANCE OF KERUPUK BAWANG AGROINDUSTRY IN BANDARLAMPUNG CITY (CASE STUDY OF ONION CRACKER WINDA PUTRI IN BANDARLAMPUNG CITY)',Tidak ditemukan,"IJEBE 4 (01), 1-5, 2021",2021,0
Hubungan Performa Kerja Petani Dengan Produktivitas Padi di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Hubungan Performa Kerja Petani Dengan Produktivitas Padi di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan',Tidak ditemukan,"Suluh Pembangunan: Journal of Extension and Development 3 (01), 28-35, 2021",2021,3
Kontrak dan laporan penelitian Perilaku Masyarakat Dalam Implementasi Program Pekarangan Pangan Lestari (P2l) Di Provinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Kontrak dan laporan penelitian Perilaku Masyarakat Dalam Implementasi Program Pekarangan Pangan Lestari (P2l) Di Provinsi Lampung',Tidak ditemukan,"Universitas Lampung, 2021",2021,2
Peranan Penyuluh Pertanian Lapangan (PPL) Dan Respon Petani Karet Terhadap Program Pencetakan Sawah Baru,https://scholar.google.com/scholar?q=+intitle:'Peranan Penyuluh Pertanian Lapangan (PPL) Dan Respon Petani Karet Terhadap Program Pencetakan Sawah Baru',Tidak ditemukan,"Prosiding SnaIL (Seminar Nasional Ilmu Lingkungan), 2021",2021,2
The Nutrient Management Improvement of Rice Culture in the Freshwater Swampland,https://scholar.google.com/scholar?q=+intitle:'The Nutrient Management Improvement of Rice Culture in the Freshwater Swampland',Tidak ditemukan,"E3S Web of Conferences 232 (01004), 1-6, 2021",2021,1
Integrated farming system of cattle and oil palm plantation increasing population and diversity of soil fauna in Ultisols soils,https://scholar.google.com/scholar?q=+intitle:'Integrated farming system of cattle and oil palm plantation increasing population and diversity of soil fauna in Ultisols soils',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 648 (1), 012172, 2021",2021,1
Analisa Output Daya Panel Surya 100 WP dengan Solar Tracker Berbasis Arduino Uno,https://scholar.google.com/scholar?q=+intitle:'Analisa Output Daya Panel Surya 100 WP dengan Solar Tracker Berbasis Arduino Uno',Tidak ditemukan,,2022,0
"PENGARUH FASILITAS BELAJAR, MANAJEMEN WAKTU DAN MOTIVASI BELAJAR TERHADAP PRESTASI BELAJAR EKONOMI SISWA KELAS XI IPS SMA NEGERI 1 BUNGA MAYANG","https://scholar.google.com/scholar?q=+intitle:'PENGARUH FASILITAS BELAJAR, MANAJEMEN WAKTU DAN MOTIVASI BELAJAR TERHADAP PRESTASI BELAJAR EKONOMI SISWA KELAS XI IPS SMA NEGERI 1 BUNGA MAYANG'",Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2022",2022,0
PEMANFAATAN LIMBAH ORGANIK RUMAH TANGGA MENJADI PUPUK ORGANIK CAIR RAMAH LINGKUNGAN DI DESA NEGERI AGUNG,https://scholar.google.com/scholar?q=+intitle:'PEMANFAATAN LIMBAH ORGANIK RUMAH TANGGA MENJADI PUPUK ORGANIK CAIR RAMAH LINGKUNGAN DI DESA NEGERI AGUNG',Tidak ditemukan,"Jurnal Pengabdian Sosial Indonesia 2 (2), 89-96, 2022",2022,3
Analisis Uprating Transformator dalam Mengatasi Overload pada Gardu Distribusi SD0007 Penyulang RSBM PT. PLN (PERSERO) ULP Karangasem,https://scholar.google.com/scholar?q=+intitle:'Analisis Uprating Transformator dalam Mengatasi Overload pada Gardu Distribusi SD0007 Penyulang RSBM PT. PLN (PERSERO) ULP Karangasem',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
Implementasi Green Purchasing Pada Pengadaan Barang Kitchen di Anantara Uluwatu Bali Resort,https://scholar.google.com/scholar?q=+intitle:'Implementasi Green Purchasing Pada Pengadaan Barang Kitchen di Anantara Uluwatu Bali Resort',Tidak ditemukan,"Politeknik Negeri Bali, 2022",2022,0
"PENGARUH DESAIN PRODUK, ATRIBUT PRODUK DAN BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN PRODUK BAJU KAOS PADA BRAND VIRMAOUS BALI","https://scholar.google.com/scholar?q=+intitle:'PENGARUH DESAIN PRODUK, ATRIBUT PRODUK DAN BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN PRODUK BAJU KAOS PADA BRAND VIRMAOUS BALI'",Tidak ditemukan,"Universitas Mahasaraswati Denpasar, 2022",2022,0
Hasil cek similaritas artikel'The Implementation of Rough Set on A Group Structure',https://scholar.google.com/scholar?q=+intitle:'Hasil cek similaritas artikel'The Implementation of Rough Set on A Group Structure'',Tidak ditemukan,"UIN Sunan Ampel Surabaya, 2022",2022,0
Pengembangan Augmented Reality Sebagai Media Pendukung Praktikum Mekanika Dan Termodinamika Dasar: Development of Augmented Reality as a Support Media For Basic Mechanics And …,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Augmented Reality Sebagai Media Pendukung Praktikum Mekanika Dan Termodinamika Dasar: Development of Augmented Reality as a Support Media For Basic Mechanics And …',Tidak ditemukan,"Decode: Jurnal Pendidikan Teknologi Informasi 2 (1), 8-14, 2022",2022,2
Sistem peradilan pidana di Indonesia,https://scholar.google.com/scholar?q=+intitle:'Sistem peradilan pidana di Indonesia',Tidak ditemukan,"Sinar Grafika, 2022",2022,322
